"municipality_id","municipality_name","year","income_index","population_thousands","anime_stage","redevelopment"
"M53","自治体53",2013,103.881,73.19,0,0
"M53","自治体53",2014,108.743,72.93,0,0
"M53","自治体53",2015,110.141,72.9,0,0
"M54","自治体54",2005,91.659,82.88,0,0
"M54","自治体54",2006,91.131,83.48,0,0
"M54","自治体54",2007,92.916,84.14,0,0
"M54","自治体54",2008,95.864,83.96,0,0
"M54","自治体54",2009,95.613,84.54,0,0
"M54","自治体54",2010,101.883,84.44,0,0
"M54","自治体54",2011,104.135,85.06,0,0
"M54","自治体54",2012,105.606,86.41,0,0
"M54","自治体54",2013,104.211,85.56,0,0
"M54","自治体54",2014,108.426,85.73,0,0
"M54","自治体54",2015,110.31,86.43,0,0
"M55","自治体55",2005,89.207,57.74,0,0
"M55","自治体55",2006,91.109,57.84,0,0
"M55","自治体55",2007,93.257,58.58,0,0
"M55","自治体55",2008,95.052,57.35,0,0
"M55","自治体55",2009,98.234,59.35,0,0
"M55","自治体55",2010,98.173,58.13,0,0
"M55","自治体55",2011,100.367,58.45,0,0
"M55","自治体55",2012,104.947,58.71,0,0
"M55","自治体55",2013,105.911,59.1,0,0
"M55","自治体55",2014,107.079,59.02,0,0
"M55","自治体55",2015,108.144,58.9,0,0
"M56","自治体56",2005,85.358,69.61,0,0
"M56","自治体56",2006,87.92,71.41,0,0
"M56","自治体56",2007,89.234,71.45,0,0
"M56","自治体56",2008,90.058,71.62,0,0
"M56","自治体56",2009,93.002,70.51,0,0
"M56","自治体56",2010,97.252,73.06,0,0
"M56","自治体56",2011,99.45,71.55,0,0
"M56","自治体56",2012,98.958,72.79,0,0
"M56","自治体56",2013,101.727,71.47,0,0
"M56","自治体56",2014,105.194,71.2,0,0
"M56","自治体56",2015,105.299,72.43,0,0
"M57","自治体57",2005,87.408,61.76,0,0
"M57","自治体57",2006,89.881,62.66,0,0
"M57","自治体57",2007,92.414,62.5,0,0
"M57","自治体57",2008,93.137,63.35,0,0
"M57","自治体57",2009,96.784,64.31,0,0
"M57","自治体57",2010,98.38,63.31,0,0
"M57","自治体57",2011,101.517,62.34,0,0
"M57","自治体57",2012,102.311,64.37,0,0
"M57","自治体57",2013,104.803,62.15,0,0
"M57","自治体57",2014,106.984,63.31,0,0
"M57","自治体57",2015,107.49,63.77,0,0
"M58","自治体58",2005,89.227,53.34,0,0
"M58","自治体58",2006,93.345,52.37,0,0
"M58","自治体58",2007,94.163,54.14,0,0
"M58","自治体58",2008,97.166,53.65,0,0
"M58","自治体58",2009,97.146,52.84,0,0
"M58","自治体58",2010,99.003,55.41,0,0
"M58","自治体58",2011,101.774,53.83,0,0
"M58","自治体58",2012,104.644,54.34,0,0
"M58","自治体58",2013,105.64,54.05,0,0
"M58","自治体58",2014,107.294,54.29,0,0
"M58","自治体58",2015,110.086,53.73,0,0
"M59","自治体59",2005,85.898,87.34,0,0
"M59","自治体59",2006,89.102,87.06,0,0
"M59","自治体59",2007,90.286,87.44,0,0
"M59","自治体59",2008,91.471,88,0,0
"M59","自治体59",2009,93.983,87.69,0,0
"M59","自治体59",2010,94.515,88.89,0,0
"M59","自治体59",2011,98.333,89.93,0,0
"M59","自治体59",2012,100.032,88.73,0,0
"M59","自治体59",2013,101.35,88.91,0,0
"M59","自治体59",2014,103.028,89.24,0,0
"M59","自治体59",2015,105.697,88.87,0,0
"M60","自治体60",2005,79.909,87.86,0,0
"M60","自治体60",2006,80.73,88.86,0,0
"M60","自治体60",2007,82.02,89.93,0,0
"M60","自治体60",2008,83.127,90.82,0,0
"M60","自治体60",2009,86.275,91.76,0,0
"M60","自治体60",2010,88.963,91.04,0,0
"M60","自治体60",2011,90.203,89.74,0,0
"M60","自治体60",2012,92.989,90.08,0,0
"M60","自治体60",2013,93.376,90.75,0,0
"M60","自治体60",2014,95.447,91.08,0,0
"M60","自治体60",2015,98.72,91.72,0,0
