"block_id","period","month_index","year","month","car_thefts","water_leak_reports","protected_facility","adjacent_block","distance_band","commercial_area"
"B065","1994-07",7,1994,7,3,2,0,1,"adjacent",1
"B065","1994-08",8,1994,8,3,0,0,1,"adjacent",1
"B065","1994-09",9,1994,9,1,1,0,1,"adjacent",1
"B065","1994-10",10,1994,10,2,0,0,1,"adjacent",1
"B065","1994-11",11,1994,11,1,2,0,1,"adjacent",1
"B065","1994-12",12,1994,12,0,2,0,1,"adjacent",1
"B065","1995-01",13,1995,1,3,1,0,1,"adjacent",1
"B065","1995-02",14,1995,2,2,2,0,1,"adjacent",1
"B065","1995-03",15,1995,3,2,1,0,1,"adjacent",1
"B065","1995-04",16,1995,4,4,2,0,1,"adjacent",1
"B065","1995-05",17,1995,5,5,2,0,1,"adjacent",1
"B065","1995-06",18,1995,6,1,2,0,1,"adjacent",1
"B066","1994-01",1,1994,1,3,0,0,1,"adjacent",0
"B066","1994-02",2,1994,2,3,2,0,1,"adjacent",0
"B066","1994-03",3,1994,3,3,2,0,1,"adjacent",0
"B066","1994-04",4,1994,4,6,2,0,1,"adjacent",0
"B066","1994-05",5,1994,5,4,1,0,1,"adjacent",0
"B066","1994-06",6,1994,6,3,0,0,1,"adjacent",0
"B066","1994-07",7,1994,7,1,1,0,1,"adjacent",0
"B066","1994-08",8,1994,8,8,0,0,1,"adjacent",0
"B066","1994-09",9,1994,9,2,2,0,1,"adjacent",0
"B066","1994-10",10,1994,10,2,3,0,1,"adjacent",0
"B066","1994-11",11,1994,11,1,0,0,1,"adjacent",0
"B066","1994-12",12,1994,12,1,3,0,1,"adjacent",0
"B066","1995-01",13,1995,1,1,4,0,1,"adjacent",0
"B066","1995-02",14,1995,2,5,1,0,1,"adjacent",0
"B066","1995-03",15,1995,3,3,1,0,1,"adjacent",0
"B066","1995-04",16,1995,4,2,3,0,1,"adjacent",0
"B066","1995-05",17,1995,5,4,1,0,1,"adjacent",0
"B066","1995-06",18,1995,6,2,3,0,1,"adjacent",0
"B067","1994-01",1,1994,1,4,3,0,1,"adjacent",1
"B067","1994-02",2,1994,2,4,1,0,1,"adjacent",1
"B067","1994-03",3,1994,3,5,3,0,1,"adjacent",1
"B067","1994-04",4,1994,4,2,5,0,1,"adjacent",1
"B067","1994-05",5,1994,5,2,4,0,1,"adjacent",1
"B067","1994-06",6,1994,6,5,1,0,1,"adjacent",1
"B067","1994-07",7,1994,7,2,1,0,1,"adjacent",1
"B067","1994-08",8,1994,8,4,4,0,1,"adjacent",1
"B067","1994-09",9,1994,9,1,2,0,1,"adjacent",1
"B067","1994-10",10,1994,10,3,1,0,1,"adjacent",1
"B067","1994-11",11,1994,11,2,1,0,1,"adjacent",1
"B067","1994-12",12,1994,12,2,0,0,1,"adjacent",1
"B067","1995-01",13,1995,1,2,0,0,1,"adjacent",1
"B067","1995-02",14,1995,2,2,1,0,1,"adjacent",1
"B067","1995-03",15,1995,3,4,2,0,1,"adjacent",1
"B067","1995-04",16,1995,4,2,2,0,1,"adjacent",1
"B067","1995-05",17,1995,5,3,4,0,1,"adjacent",1
"B067","1995-06",18,1995,6,5,0,0,1,"adjacent",1
"B068","1994-01",1,1994,1,2,0,0,1,"adjacent",0
"B068","1994-02",2,1994,2,3,0,0,1,"adjacent",0
"B068","1994-03",3,1994,3,2,0,0,1,"adjacent",0
"B068","1994-04",4,1994,4,1,0,0,1,"adjacent",0
"B068","1994-05",5,1994,5,4,0,0,1,"adjacent",0
"B068","1994-06",6,1994,6,1,1,0,1,"adjacent",0
"B068","1994-07",7,1994,7,2,4,0,1,"adjacent",0
"B068","1994-08",8,1994,8,1,0,0,1,"adjacent",0
"B068","1994-09",9,1994,9,0,2,0,1,"adjacent",0
"B068","1994-10",10,1994,10,3,1,0,1,"adjacent",0
"B068","1994-11",11,1994,11,1,1,0,1,"adjacent",0
"B068","1994-12",12,1994,12,4,1,0,1,"adjacent",0
"B068","1995-01",13,1995,1,0,0,0,1,"adjacent",0
"B068","1995-02",14,1995,2,3,2,0,1,"adjacent",0
"B068","1995-03",15,1995,3,1,1,0,1,"adjacent",0
"B068","1995-04",16,1995,4,3,1,0,1,"adjacent",0
"B068","1995-05",17,1995,5,1,4,0,1,"adjacent",0
"B068","1995-06",18,1995,6,0,2,0,1,"adjacent",0
"B069","1994-01",1,1994,1,4,0,0,1,"adjacent",1
"B069","1994-02",2,1994,2,1,3,0,1,"adjacent",1
"B069","1994-03",3,1994,3,7,1,0,1,"adjacent",1
"B069","1994-04",4,1994,4,4,1,0,1,"adjacent",1
"B069","1994-05",5,1994,5,0,3,0,1,"adjacent",1
"B069","1994-06",6,1994,6,1,2,0,1,"adjacent",1
"B069","1994-07",7,1994,7,2,3,0,1,"adjacent",1
"B069","1994-08",8,1994,8,7,2,0,1,"adjacent",1
"B069","1994-09",9,1994,9,2,1,0,1,"adjacent",1
"B069","1994-10",10,1994,10,1,1,0,1,"adjacent",1
"B069","1994-11",11,1994,11,2,3,0,1,"adjacent",1
"B069","1994-12",12,1994,12,4,1,0,1,"adjacent",1
"B069","1995-01",13,1995,1,1,2,0,1,"adjacent",1
"B069","1995-02",14,1995,2,1,0,0,1,"adjacent",1
"B069","1995-03",15,1995,3,2,3,0,1,"adjacent",1
"B069","1995-04",16,1995,4,4,2,0,1,"adjacent",1
"B069","1995-05",17,1995,5,5,3,0,1,"adjacent",1
"B069","1995-06",18,1995,6,4,0,0,1,"adjacent",1
"B070","1994-01",1,1994,1,3,5,0,1,"adjacent",0
"B070","1994-02",2,1994,2,4,2,0,1,"adjacent",0
"B070","1994-03",3,1994,3,3,0,0,1,"adjacent",0
"B070","1994-04",4,1994,4,5,2,0,1,"adjacent",0
"B070","1994-05",5,1994,5,3,2,0,1,"adjacent",0
"B070","1994-06",6,1994,6,4,4,0,1,"adjacent",0
"B070","1994-07",7,1994,7,4,3,0,1,"adjacent",0
"B070","1994-08",8,1994,8,1,4,0,1,"adjacent",0
"B070","1994-09",9,1994,9,4,1,0,1,"adjacent",0
"B070","1994-10",10,1994,10,1,1,0,1,"adjacent",0
"B070","1994-11",11,1994,11,2,3,0,1,"adjacent",0
"B070","1994-12",12,1994,12,4,1,0,1,"adjacent",0
"B070","1995-01",13,1995,1,3,1,0,1,"adjacent",0
"B070","1995-02",14,1995,2,2,2,0,1,"adjacent",0
"B070","1995-03",15,1995,3,5,3,0,1,"adjacent",0
"B070","1995-04",16,1995,4,4,3,0,1,"adjacent",0
"B070","1995-05",17,1995,5,5,0,0,1,"adjacent",0
"B070","1995-06",18,1995,6,3,1,0,1,"adjacent",0
"B071","1994-01",1,1994,1,3,2,0,1,"adjacent",0
"B071","1994-02",2,1994,2,4,1,0,1,"adjacent",0
"B071","1994-03",3,1994,3,2,0,0,1,"adjacent",0
"B071","1994-04",4,1994,4,4,2,0,1,"adjacent",0
"B071","1994-05",5,1994,5,1,1,0,1,"adjacent",0
"B071","1994-06",6,1994,6,1,2,0,1,"adjacent",0
"B071","1994-07",7,1994,7,4,0,0,1,"adjacent",0
"B071","1994-08",8,1994,8,0,1,0,1,"adjacent",0
"B071","1994-09",9,1994,9,2,2,0,1,"adjacent",0
"B071","1994-10",10,1994,10,2,1,0,1,"adjacent",0
"B071","1994-11",11,1994,11,3,3,0,1,"adjacent",0
"B071","1994-12",12,1994,12,3,1,0,1,"adjacent",0
"B071","1995-01",13,1995,1,4,2,0,1,"adjacent",0
"B071","1995-02",14,1995,2,1,5,0,1,"adjacent",0
"B071","1995-03",15,1995,3,1,0,0,1,"adjacent",0
"B071","1995-04",16,1995,4,4,1,0,1,"adjacent",0
"B071","1995-05",17,1995,5,3,0,0,1,"adjacent",0
"B071","1995-06",18,1995,6,3,1,0,1,"adjacent",0
"B072","1994-01",1,1994,1,2,0,0,1,"adjacent",0
"B072","1994-02",2,1994,2,5,0,0,1,"adjacent",0
"B072","1994-03",3,1994,3,2,1,0,1,"adjacent",0
"B072","1994-04",4,1994,4,2,3,0,1,"adjacent",0
"B072","1994-05",5,1994,5,4,0,0,1,"adjacent",0
"B072","1994-06",6,1994,6,3,0,0,1,"adjacent",0
"B072","1994-07",7,1994,7,1,0,0,1,"adjacent",0
"B072","1994-08",8,1994,8,1,1,0,1,"adjacent",0
"B072","1994-09",9,1994,9,2,3,0,1,"adjacent",0
"B072","1994-10",10,1994,10,3,1,0,1,"adjacent",0
"B072","1994-11",11,1994,11,0,4,0,1,"adjacent",0
"B072","1994-12",12,1994,12,1,0,0,1,"adjacent",0
"B072","1995-01",13,1995,1,2,1,0,1,"adjacent",0
"B072","1995-02",14,1995,2,3,3,0,1,"adjacent",0
"B072","1995-03",15,1995,3,5,0,0,1,"adjacent",0
"B072","1995-04",16,1995,4,3,3,0,1,"adjacent",0
"B072","1995-05",17,1995,5,1,0,0,1,"adjacent",0
"B072","1995-06",18,1995,6,5,0,0,1,"adjacent",0
"B073","1994-01",1,1994,1,2,0,0,1,"adjacent",1
"B073","1994-02",2,1994,2,4,4,0,1,"adjacent",1
"B073","1994-03",3,1994,3,6,1,0,1,"adjacent",1
"B073","1994-04",4,1994,4,1,1,0,1,"adjacent",1
"B073","1994-05",5,1994,5,4,3,0,1,"adjacent",1
"B073","1994-06",6,1994,6,5,2,0,1,"adjacent",1
"B073","1994-07",7,1994,7,4,2,0,1,"adjacent",1
"B073","1994-08",8,1994,8,1,2,0,1,"adjacent",1
"B073","1994-09",9,1994,9,2,4,0,1,"adjacent",1
"B073","1994-10",10,1994,10,2,3,0,1,"adjacent",1
"B073","1994-11",11,1994,11,2,0,0,1,"adjacent",1
"B073","1994-12",12,1994,12,1,2,0,1,"adjacent",1
"B073","1995-01",13,1995,1,2,0,0,1,"adjacent",1
"B073","1995-02",14,1995,2,2,2,0,1,"adjacent",1
"B073","1995-03",15,1995,3,3,3,0,1,"adjacent",1
"B073","1995-04",16,1995,4,6,2,0,1,"adjacent",1
"B073","1995-05",17,1995,5,2,1,0,1,"adjacent",1
"B073","1995-06",18,1995,6,5,1,0,1,"adjacent",1
"B074","1994-01",1,1994,1,3,0,0,1,"adjacent",0
"B074","1994-02",2,1994,2,2,0,0,1,"adjacent",0
"B074","1994-03",3,1994,3,1,3,0,1,"adjacent",0
"B074","1994-04",4,1994,4,2,1,0,1,"adjacent",0
"B074","1994-05",5,1994,5,5,3,0,1,"adjacent",0
"B074","1994-06",6,1994,6,4,2,0,1,"adjacent",0
"B074","1994-07",7,1994,7,1,1,0,1,"adjacent",0
"B074","1994-08",8,1994,8,4,1,0,1,"adjacent",0
"B074","1994-09",9,1994,9,4,1,0,1,"adjacent",0
"B074","1994-10",10,1994,10,2,1,0,1,"adjacent",0
"B074","1994-11",11,1994,11,5,4,0,1,"adjacent",0
"B074","1994-12",12,1994,12,3,1,0,1,"adjacent",0
"B074","1995-01",13,1995,1,2,2,0,1,"adjacent",0
"B074","1995-02",14,1995,2,4,2,0,1,"adjacent",0
"B074","1995-03",15,1995,3,3,2,0,1,"adjacent",0
"B074","1995-04",16,1995,4,1,3,0,1,"adjacent",0
"B074","1995-05",17,1995,5,3,0,0,1,"adjacent",0
"B074","1995-06",18,1995,6,5,0,0,1,"adjacent",0
"B075","1994-01",1,1994,1,1,1,0,1,"adjacent",0
"B075","1994-02",2,1994,2,4,0,0,1,"adjacent",0
"B075","1994-03",3,1994,3,1,3,0,1,"adjacent",0
"B075","1994-04",4,1994,4,3,1,0,1,"adjacent",0
"B075","1994-05",5,1994,5,3,1,0,1,"adjacent",0
"B075","1994-06",6,1994,6,0,2,0,1,"adjacent",0
"B075","1994-07",7,1994,7,4,0,0,1,"adjacent",0
"B075","1994-08",8,1994,8,3,2,0,1,"adjacent",0
"B075","1994-09",9,1994,9,3,2,0,1,"adjacent",0
"B075","1994-10",10,1994,10,0,3,0,1,"adjacent",0
"B075","1994-11",11,1994,11,3,3,0,1,"adjacent",0
"B075","1994-12",12,1994,12,5,2,0,1,"adjacent",0
"B075","1995-01",13,1995,1,2,3,0,1,"adjacent",0
"B075","1995-02",14,1995,2,4,3,0,1,"adjacent",0
"B075","1995-03",15,1995,3,4,3,0,1,"adjacent",0
"B075","1995-04",16,1995,4,3,3,0,1,"adjacent",0
"B075","1995-05",17,1995,5,4,2,0,1,"adjacent",0
"B075","1995-06",18,1995,6,2,1,0,1,"adjacent",0
"B076","1994-01",1,1994,1,4,1,0,1,"adjacent",0
"B076","1994-02",2,1994,2,3,4,0,1,"adjacent",0
"B076","1994-03",3,1994,3,3,3,0,1,"adjacent",0
"B076","1994-04",4,1994,4,2,3,0,1,"adjacent",0
"B076","1994-05",5,1994,5,2,1,0,1,"adjacent",0
"B076","1994-06",6,1994,6,2,0,0,1,"adjacent",0
"B076","1994-07",7,1994,7,1,2,0,1,"adjacent",0
"B076","1994-08",8,1994,8,0,1,0,1,"adjacent",0
"B076","1994-09",9,1994,9,1,0,0,1,"adjacent",0
"B076","1994-10",10,1994,10,3,2,0,1,"adjacent",0
"B076","1994-11",11,1994,11,2,3,0,1,"adjacent",0
"B076","1994-12",12,1994,12,2,1,0,1,"adjacent",0
"B076","1995-01",13,1995,1,1,3,0,1,"adjacent",0
"B076","1995-02",14,1995,2,2,0,0,1,"adjacent",0
"B076","1995-03",15,1995,3,0,1,0,1,"adjacent",0
"B076","1995-04",16,1995,4,4,0,0,1,"adjacent",0
"B076","1995-05",17,1995,5,2,2,0,1,"adjacent",0
"B076","1995-06",18,1995,6,2,1,0,1,"adjacent",0
"B077","1994-01",1,1994,1,3,2,0,1,"adjacent",0
"B077","1994-02",2,1994,2,2,0,0,1,"adjacent",0
"B077","1994-03",3,1994,3,2,1,0,1,"adjacent",0
"B077","1994-04",4,1994,4,4,1,0,1,"adjacent",0
"B077","1994-05",5,1994,5,4,2,0,1,"adjacent",0
"B077","1994-06",6,1994,6,3,3,0,1,"adjacent",0
"B077","1994-07",7,1994,7,4,2,0,1,"adjacent",0
"B077","1994-08",8,1994,8,1,2,0,1,"adjacent",0
"B077","1994-09",9,1994,9,2,3,0,1,"adjacent",0
"B077","1994-10",10,1994,10,0,0,0,1,"adjacent",0
"B077","1994-11",11,1994,11,4,2,0,1,"adjacent",0
"B077","1994-12",12,1994,12,5,2,0,1,"adjacent",0
"B077","1995-01",13,1995,1,1,2,0,1,"adjacent",0
"B077","1995-02",14,1995,2,3,2,0,1,"adjacent",0
"B077","1995-03",15,1995,3,2,4,0,1,"adjacent",0
"B077","1995-04",16,1995,4,3,3,0,1,"adjacent",0
"B077","1995-05",17,1995,5,1,0,0,1,"adjacent",0
"B077","1995-06",18,1995,6,6,2,0,1,"adjacent",0
"B078","1994-01",1,1994,1,4,0,0,1,"adjacent",1
"B078","1994-02",2,1994,2,5,2,0,1,"adjacent",1
"B078","1994-03",3,1994,3,3,1,0,1,"adjacent",1
"B078","1994-04",4,1994,4,5,3,0,1,"adjacent",1
"B078","1994-05",5,1994,5,3,0,0,1,"adjacent",1
"B078","1994-06",6,1994,6,3,0,0,1,"adjacent",1
"B078","1994-07",7,1994,7,4,1,0,1,"adjacent",1
"B078","1994-08",8,1994,8,3,2,0,1,"adjacent",1
"B078","1994-09",9,1994,9,3,1,0,1,"adjacent",1
"B078","1994-10",10,1994,10,3,1,0,1,"adjacent",1
"B078","1994-11",11,1994,11,3,3,0,1,"adjacent",1
"B078","1994-12",12,1994,12,5,0,0,1,"adjacent",1
"B078","1995-01",13,1995,1,1,1,0,1,"adjacent",1
"B078","1995-02",14,1995,2,3,0,0,1,"adjacent",1
"B078","1995-03",15,1995,3,2,1,0,1,"adjacent",1
"B078","1995-04",16,1995,4,5,1,0,1,"adjacent",1
"B078","1995-05",17,1995,5,4,0,0,1,"adjacent",1
"B078","1995-06",18,1995,6,2,2,0,1,"adjacent",1
"B079","1994-01",1,1994,1,3,2,0,1,"adjacent",1
"B079","1994-02",2,1994,2,1,3,0,1,"adjacent",1
"B079","1994-03",3,1994,3,5,1,0,1,"adjacent",1
"B079","1994-04",4,1994,4,1,3,0,1,"adjacent",1
"B079","1994-05",5,1994,5,3,2,0,1,"adjacent",1
"B079","1994-06",6,1994,6,2,1,0,1,"adjacent",1
"B079","1994-07",7,1994,7,2,1,0,1,"adjacent",1
"B079","1994-08",8,1994,8,3,1,0,1,"adjacent",1
"B079","1994-09",9,1994,9,2,2,0,1,"adjacent",1
"B079","1994-10",10,1994,10,1,0,0,1,"adjacent",1
"B079","1994-11",11,1994,11,2,0,0,1,"adjacent",1
"B079","1994-12",12,1994,12,3,0,0,1,"adjacent",1
"B079","1995-01",13,1995,1,0,1,0,1,"adjacent",1
"B079","1995-02",14,1995,2,4,1,0,1,"adjacent",1
"B079","1995-03",15,1995,3,0,1,0,1,"adjacent",1
"B079","1995-04",16,1995,4,4,0,0,1,"adjacent",1
"B079","1995-05",17,1995,5,4,2,0,1,"adjacent",1
"B079","1995-06",18,1995,6,2,3,0,1,"adjacent",1
"B080","1994-01",1,1994,1,6,4,0,1,"adjacent",1
"B080","1994-02",2,1994,2,0,0,0,1,"adjacent",1
"B080","1994-03",3,1994,3,3,6,0,1,"adjacent",1
"B080","1994-04",4,1994,4,4,3,0,1,"adjacent",1
"B080","1994-05",5,1994,5,3,1,0,1,"adjacent",1
"B080","1994-06",6,1994,6,3,1,0,1,"adjacent",1
"B080","1994-07",7,1994,7,2,0,0,1,"adjacent",1
"B080","1994-08",8,1994,8,3,0,0,1,"adjacent",1
"B080","1994-09",9,1994,9,4,3,0,1,"adjacent",1
"B080","1994-10",10,1994,10,1,1,0,1,"adjacent",1
"B080","1994-11",11,1994,11,3,3,0,1,"adjacent",1
"B080","1994-12",12,1994,12,4,2,0,1,"adjacent",1
"B080","1995-01",13,1995,1,5,2,0,1,"adjacent",1
"B080","1995-02",14,1995,2,4,0,0,1,"adjacent",1
"B080","1995-03",15,1995,3,3,4,0,1,"adjacent",1
"B080","1995-04",16,1995,4,4,1,0,1,"adjacent",1
"B080","1995-05",17,1995,5,2,5,0,1,"adjacent",1
"B080","1995-06",18,1995,6,1,4,0,1,"adjacent",1
"B081","1994-01",1,1994,1,6,2,0,1,"adjacent",1
"B081","1994-02",2,1994,2,1,1,0,1,"adjacent",1
"B081","1994-03",3,1994,3,2,1,0,1,"adjacent",1
"B081","1994-04",4,1994,4,3,0,0,1,"adjacent",1
"B081","1994-05",5,1994,5,1,1,0,1,"adjacent",1
"B081","1994-06",6,1994,6,1,3,0,1,"adjacent",1
"B081","1994-07",7,1994,7,5,2,0,1,"adjacent",1
"B081","1994-08",8,1994,8,1,0,0,1,"adjacent",1
"B081","1994-09",9,1994,9,2,1,0,1,"adjacent",1
"B081","1994-10",10,1994,10,1,2,0,1,"adjacent",1
"B081","1994-11",11,1994,11,3,4,0,1,"adjacent",1
"B081","1994-12",12,1994,12,2,3,0,1,"adjacent",1
"B081","1995-01",13,1995,1,3,1,0,1,"adjacent",1
"B081","1995-02",14,1995,2,5,3,0,1,"adjacent",1
"B081","1995-03",15,1995,3,1,0,0,1,"adjacent",1
"B081","1995-04",16,1995,4,0,3,0,1,"adjacent",1
"B081","1995-05",17,1995,5,4,2,0,1,"adjacent",1
"B081","1995-06",18,1995,6,2,3,0,1,"adjacent",1
"B082","1994-01",1,1994,1,5,2,0,1,"adjacent",0
"B082","1994-02",2,1994,2,1,1,0,1,"adjacent",0
"B082","1994-03",3,1994,3,4,0,0,1,"adjacent",0
"B082","1994-04",4,1994,4,2,0,0,1,"adjacent",0
"B082","1994-05",5,1994,5,3,1,0,1,"adjacent",0
"B082","1994-06",6,1994,6,3,1,0,1,"adjacent",0
"B082","1994-07",7,1994,7,4,1,0,1,"adjacent",0
"B082","1994-08",8,1994,8,1,2,0,1,"adjacent",0
"B082","1994-09",9,1994,9,6,1,0,1,"adjacent",0
"B082","1994-10",10,1994,10,2,3,0,1,"adjacent",0
"B082","1994-11",11,1994,11,4,2,0,1,"adjacent",0
"B082","1994-12",12,1994,12,3,1,0,1,"adjacent",0
"B082","1995-01",13,1995,1,2,0,0,1,"adjacent",0
"B082","1995-02",14,1995,2,1,1,0,1,"adjacent",0
"B082","1995-03",15,1995,3,1,0,0,1,"adjacent",0
"B082","1995-04",16,1995,4,7,0,0,1,"adjacent",0
"B082","1995-05",17,1995,5,1,4,0,1,"adjacent",0
"B082","1995-06",18,1995,6,1,1,0,1,"adjacent",0
"B083","1994-01",1,1994,1,3,1,0,1,"adjacent",0
"B083","1994-02",2,1994,2,3,2,0,1,"adjacent",0
"B083","1994-03",3,1994,3,5,3,0,1,"adjacent",0
"B083","1994-04",4,1994,4,4,2,0,1,"adjacent",0
"B083","1994-05",5,1994,5,3,1,0,1,"adjacent",0
"B083","1994-06",6,1994,6,5,0,0,1,"adjacent",0
"B083","1994-07",7,1994,7,2,4,0,1,"adjacent",0
"B083","1994-08",8,1994,8,1,2,0,1,"adjacent",0
"B083","1994-09",9,1994,9,3,3,0,1,"adjacent",0
"B083","1994-10",10,1994,10,2,0,0,1,"adjacent",0
"B083","1994-11",11,1994,11,2,1,0,1,"adjacent",0
"B083","1994-12",12,1994,12,2,1,0,1,"adjacent",0
"B083","1995-01",13,1995,1,7,0,0,1,"adjacent",0
"B083","1995-02",14,1995,2,1,0,0,1,"adjacent",0
"B083","1995-03",15,1995,3,2,5,0,1,"adjacent",0
"B083","1995-04",16,1995,4,5,1,0,1,"adjacent",0
"B083","1995-05",17,1995,5,1,2,0,1,"adjacent",0
"B083","1995-06",18,1995,6,4,0,0,1,"adjacent",0
"B084","1994-01",1,1994,1,3,1,0,1,"adjacent",0
"B084","1994-02",2,1994,2,4,0,0,1,"adjacent",0
"B084","1994-03",3,1994,3,5,0,0,1,"adjacent",0
"B084","1994-04",4,1994,4,5,1,0,1,"adjacent",0
"B084","1994-05",5,1994,5,3,2,0,1,"adjacent",0
"B084","1994-06",6,1994,6,2,0,0,1,"adjacent",0
"B084","1994-07",7,1994,7,2,1,0,1,"adjacent",0
"B084","1994-08",8,1994,8,4,1,0,1,"adjacent",0
"B084","1994-09",9,1994,9,2,2,0,1,"adjacent",0
"B084","1994-10",10,1994,10,3,1,0,1,"adjacent",0
"B084","1994-11",11,1994,11,4,2,0,1,"adjacent",0
"B084","1994-12",12,1994,12,1,0,0,1,"adjacent",0
"B084","1995-01",13,1995,1,1,1,0,1,"adjacent",0
"B084","1995-02",14,1995,2,4,2,0,1,"adjacent",0
"B084","1995-03",15,1995,3,6,0,0,1,"adjacent",0
"B084","1995-04",16,1995,4,3,2,0,1,"adjacent",0
"B084","1995-05",17,1995,5,6,2,0,1,"adjacent",0
"B084","1995-06",18,1995,6,4,0,0,1,"adjacent",0
"B085","1994-01",1,1994,1,3,1,0,1,"adjacent",1
"B085","1994-02",2,1994,2,4,2,0,1,"adjacent",1
"B085","1994-03",3,1994,3,2,1,0,1,"adjacent",1
"B085","1994-04",4,1994,4,5,2,0,1,"adjacent",1
"B085","1994-05",5,1994,5,3,1,0,1,"adjacent",1
"B085","1994-06",6,1994,6,2,2,0,1,"adjacent",1
"B085","1994-07",7,1994,7,3,1,0,1,"adjacent",1
"B085","1994-08",8,1994,8,1,1,0,1,"adjacent",1
"B085","1994-09",9,1994,9,3,1,0,1,"adjacent",1
"B085","1994-10",10,1994,10,1,0,0,1,"adjacent",1
"B085","1994-11",11,1994,11,1,1,0,1,"adjacent",1
"B085","1994-12",12,1994,12,8,0,0,1,"adjacent",1
"B085","1995-01",13,1995,1,2,2,0,1,"adjacent",1
"B085","1995-02",14,1995,2,2,0,0,1,"adjacent",1
"B085","1995-03",15,1995,3,0,1,0,1,"adjacent",1
"B085","1995-04",16,1995,4,5,0,0,1,"adjacent",1
"B085","1995-05",17,1995,5,3,0,0,1,"adjacent",1
"B085","1995-06",18,1995,6,0,0,0,1,"adjacent",1
"B086","1994-01",1,1994,1,2,3,0,1,"adjacent",0
"B086","1994-02",2,1994,2,5,0,0,1,"adjacent",0
"B086","1994-03",3,1994,3,5,1,0,1,"adjacent",0
"B086","1994-04",4,1994,4,2,0,0,1,"adjacent",0
"B086","1994-05",5,1994,5,2,2,0,1,"adjacent",0
"B086","1994-06",6,1994,6,3,0,0,1,"adjacent",0
"B086","1994-07",7,1994,7,4,1,0,1,"adjacent",0
"B086","1994-08",8,1994,8,6,3,0,1,"adjacent",0
"B086","1994-09",9,1994,9,2,1,0,1,"adjacent",0
"B086","1994-10",10,1994,10,4,1,0,1,"adjacent",0
"B086","1994-11",11,1994,11,2,1,0,1,"adjacent",0
"B086","1994-12",12,1994,12,4,1,0,1,"adjacent",0
"B086","1995-01",13,1995,1,7,2,0,1,"adjacent",0
"B086","1995-02",14,1995,2,3,2,0,1,"adjacent",0
"B086","1995-03",15,1995,3,5,3,0,1,"adjacent",0
"B086","1995-04",16,1995,4,3,2,0,1,"adjacent",0
"B086","1995-05",17,1995,5,4,3,0,1,"adjacent",0
"B086","1995-06",18,1995,6,4,3,0,1,"adjacent",0
"B087","1994-01",1,1994,1,4,1,0,1,"adjacent",0
"B087","1994-02",2,1994,2,2,2,0,1,"adjacent",0
"B087","1994-03",3,1994,3,1,1,0,1,"adjacent",0
"B087","1994-04",4,1994,4,1,3,0,1,"adjacent",0
"B087","1994-05",5,1994,5,4,1,0,1,"adjacent",0
"B087","1994-06",6,1994,6,4,1,0,1,"adjacent",0
"B087","1994-07",7,1994,7,3,3,0,1,"adjacent",0
"B087","1994-08",8,1994,8,4,1,0,1,"adjacent",0
"B087","1994-09",9,1994,9,1,1,0,1,"adjacent",0
"B087","1994-10",10,1994,10,5,2,0,1,"adjacent",0
"B087","1994-11",11,1994,11,2,1,0,1,"adjacent",0
"B087","1994-12",12,1994,12,3,2,0,1,"adjacent",0
"B087","1995-01",13,1995,1,2,1,0,1,"adjacent",0
"B087","1995-02",14,1995,2,6,0,0,1,"adjacent",0
"B087","1995-03",15,1995,3,2,2,0,1,"adjacent",0
"B087","1995-04",16,1995,4,4,4,0,1,"adjacent",0
"B087","1995-05",17,1995,5,1,2,0,1,"adjacent",0
"B087","1995-06",18,1995,6,6,0,0,1,"adjacent",0
"B088","1994-01",1,1994,1,3,1,0,1,"adjacent",0
"B088","1994-02",2,1994,2,4,3,0,1,"adjacent",0
"B088","1994-03",3,1994,3,7,3,0,1,"adjacent",0
"B088","1994-04",4,1994,4,4,2,0,1,"adjacent",0
"B088","1994-05",5,1994,5,3,1,0,1,"adjacent",0
"B088","1994-06",6,1994,6,2,2,0,1,"adjacent",0
"B088","1994-07",7,1994,7,3,4,0,1,"adjacent",0
"B088","1994-08",8,1994,8,0,2,0,1,"adjacent",0
"B088","1994-09",9,1994,9,4,3,0,1,"adjacent",0
"B088","1994-10",10,1994,10,2,3,0,1,"adjacent",0
"B088","1994-11",11,1994,11,1,2,0,1,"adjacent",0
"B088","1994-12",12,1994,12,1,0,0,1,"adjacent",0
"B088","1995-01",13,1995,1,1,1,0,1,"adjacent",0
"B088","1995-02",14,1995,2,6,2,0,1,"adjacent",0
"B088","1995-03",15,1995,3,2,2,0,1,"adjacent",0
"B088","1995-04",16,1995,4,4,3,0,1,"adjacent",0
"B088","1995-05",17,1995,5,2,1,0,1,"adjacent",0
"B088","1995-06",18,1995,6,2,5,0,1,"adjacent",0
"B089","1994-01",1,1994,1,6,3,0,1,"adjacent",0
"B089","1994-02",2,1994,2,2,2,0,1,"adjacent",0
"B089","1994-03",3,1994,3,1,1,0,1,"adjacent",0
"B089","1994-04",4,1994,4,4,3,0,1,"adjacent",0
"B089","1994-05",5,1994,5,2,3,0,1,"adjacent",0
"B089","1994-06",6,1994,6,4,2,0,1,"adjacent",0
"B089","1994-07",7,1994,7,6,4,0,1,"adjacent",0
"B089","1994-08",8,1994,8,3,1,0,1,"adjacent",0
"B089","1994-09",9,1994,9,2,0,0,1,"adjacent",0
