"market_id","market_name","period","period_index","year","quarter","teen_birth_rate","mtv_rating_pre","unemployment_rate"
"DMA018","メディア市場18","2011 Q1",17,2011,1,40.689,17.3,6.99
"DMA018","メディア市場18","2011 Q2",18,2011,2,39.24,17.3,7.21
"DMA018","メディア市場18","2011 Q3",19,2011,3,38.218,17.3,6.97
"DMA018","メディア市場18","2011 Q4",20,2011,4,38.444,17.3,6.72
"DMA019","メディア市場19","2007 Q1",1,2007,1,42.806,16.85,6.21
"DMA019","メディア市場19","2007 Q2",2,2007,2,41.702,16.85,6.66
"DMA019","メディア市場19","2007 Q3",3,2007,3,40.96,16.85,6.67
"DMA019","メディア市場19","2007 Q4",4,2007,4,41.312,16.85,6.04
"DMA019","メディア市場19","2008 Q1",5,2008,1,39.703,16.85,6.55
"DMA019","メディア市場19","2008 Q2",6,2008,2,39.872,16.85,6.56
"DMA019","メディア市場19","2008 Q3",7,2008,3,40.738,16.85,6.91
"DMA019","メディア市場19","2008 Q4",8,2008,4,38.532,16.85,6.51
"DMA019","メディア市場19","2009 Q1",9,2009,1,39.517,16.85,6.71
"DMA019","メディア市場19","2009 Q2",10,2009,2,40.734,16.85,7.1
"DMA019","メディア市場19","2009 Q3",11,2009,3,40.305,16.85,6.85
"DMA019","メディア市場19","2009 Q4",12,2009,4,38.837,16.85,6.78
"DMA019","メディア市場19","2010 Q1",13,2010,1,38.443,16.85,7.29
"DMA019","メディア市場19","2010 Q2",14,2010,2,38.028,16.85,6.94
"DMA019","メディア市場19","2010 Q3",15,2010,3,38.738,16.85,7.19
"DMA019","メディア市場19","2010 Q4",16,2010,4,37.863,16.85,7.17
"DMA019","メディア市場19","2011 Q1",17,2011,1,37.297,16.85,7.44
"DMA019","メディア市場19","2011 Q2",18,2011,2,37.798,16.85,7.17
"DMA019","メディア市場19","2011 Q3",19,2011,3,36.17,16.85,7.37
"DMA019","メディア市場19","2011 Q4",20,2011,4,35.078,16.85,7.38
"DMA020","メディア市場20","2007 Q1",1,2007,1,41.521,13.13,6.17
"DMA020","メディア市場20","2007 Q2",2,2007,2,41.048,13.13,5.58
"DMA020","メディア市場20","2007 Q3",3,2007,3,42.366,13.13,6.34
"DMA020","メディア市場20","2007 Q4",4,2007,4,42.798,13.13,5.99
"DMA020","メディア市場20","2008 Q1",5,2008,1,41.213,13.13,5.51
"DMA020","メディア市場20","2008 Q2",6,2008,2,42.274,13.13,5.86
"DMA020","メディア市場20","2008 Q3",7,2008,3,40.539,13.13,5.89
"DMA020","メディア市場20","2008 Q4",8,2008,4,41.213,13.13,6.1
"DMA020","メディア市場20","2009 Q1",9,2009,1,40.968,13.13,6.32
"DMA020","メディア市場20","2009 Q2",10,2009,2,41.251,13.13,5.96
"DMA020","メディア市場20","2009 Q3",11,2009,3,38.184,13.13,6.28
"DMA020","メディア市場20","2009 Q4",12,2009,4,40.582,13.13,6.62
"DMA020","メディア市場20","2010 Q1",13,2010,1,40.225,13.13,6.48
"DMA020","メディア市場20","2010 Q2",14,2010,2,38.192,13.13,6.38
"DMA020","メディア市場20","2010 Q3",15,2010,3,39.242,13.13,6.35
"DMA020","メディア市場20","2010 Q4",16,2010,4,39.759,13.13,6.68
"DMA020","メディア市場20","2011 Q1",17,2011,1,38.559,13.13,6.95
"DMA020","メディア市場20","2011 Q2",18,2011,2,38.88,13.13,7.05
"DMA020","メディア市場20","2011 Q3",19,2011,3,38.426,13.13,6.85
"DMA020","メディア市場20","2011 Q4",20,2011,4,39.364,13.13,6.52
"DMA021","メディア市場21","2007 Q1",1,2007,1,47.453,17.24,6.38
"DMA021","メディア市場21","2007 Q2",2,2007,2,48.374,17.24,5.96
"DMA021","メディア市場21","2007 Q3",3,2007,3,46.209,17.24,6.13
"DMA021","メディア市場21","2007 Q4",4,2007,4,47.463,17.24,6.73
"DMA021","メディア市場21","2008 Q1",5,2008,1,46.321,17.24,6.17
"DMA021","メディア市場21","2008 Q2",6,2008,2,45.615,17.24,6.35
"DMA021","メディア市場21","2008 Q3",7,2008,3,45.356,17.24,6.48
"DMA021","メディア市場21","2008 Q4",8,2008,4,46.515,17.24,7.27
"DMA021","メディア市場21","2009 Q1",9,2009,1,45.403,17.24,5.81
"DMA021","メディア市場21","2009 Q2",10,2009,2,46.456,17.24,6.84
"DMA021","メディア市場21","2009 Q3",11,2009,3,45.43,17.24,7.1
"DMA021","メディア市場21","2009 Q4",12,2009,4,44.15,17.24,7.2
"DMA021","メディア市場21","2010 Q1",13,2010,1,46.745,17.24,6.94
"DMA021","メディア市場21","2010 Q2",14,2010,2,43.837,17.24,7.38
"DMA021","メディア市場21","2010 Q3",15,2010,3,45.614,17.24,7.85
"DMA021","メディア市場21","2010 Q4",16,2010,4,44.053,17.24,6.76
"DMA021","メディア市場21","2011 Q1",17,2011,1,45.694,17.24,6.6
"DMA021","メディア市場21","2011 Q2",18,2011,2,44.478,17.24,7.06
"DMA021","メディア市場21","2011 Q3",19,2011,3,42.909,17.24,7.95
"DMA021","メディア市場21","2011 Q4",20,2011,4,42.982,17.24,7.24
"DMA022","メディア市場22","2007 Q1",1,2007,1,45.727,12.05,5.74
"DMA022","メディア市場22","2007 Q2",2,2007,2,45.239,12.05,5.62
"DMA022","メディア市場22","2007 Q3",3,2007,3,43.748,12.05,5.5
"DMA022","メディア市場22","2007 Q4",4,2007,4,43.952,12.05,6.3
"DMA022","メディア市場22","2008 Q1",5,2008,1,43.01,12.05,6.42
"DMA022","メディア市場22","2008 Q2",6,2008,2,44.654,12.05,6.14
"DMA022","メディア市場22","2008 Q3",7,2008,3,42.779,12.05,5.99
"DMA022","メディア市場22","2008 Q4",8,2008,4,41.157,12.05,6.41
"DMA022","メディア市場22","2009 Q1",9,2009,1,43.675,12.05,6.3
"DMA022","メディア市場22","2009 Q2",10,2009,2,43.105,12.05,6.66
"DMA022","メディア市場22","2009 Q3",11,2009,3,43.139,12.05,6.83
"DMA022","メディア市場22","2009 Q4",12,2009,4,41.465,12.05,6.35
"DMA022","メディア市場22","2010 Q1",13,2010,1,42.653,12.05,6.26
"DMA022","メディア市場22","2010 Q2",14,2010,2,42.403,12.05,7.54
"DMA022","メディア市場22","2010 Q3",15,2010,3,42.146,12.05,6.75
"DMA022","メディア市場22","2010 Q4",16,2010,4,41.808,12.05,6.98
"DMA022","メディア市場22","2011 Q1",17,2011,1,43.217,12.05,6.32
"DMA022","メディア市場22","2011 Q2",18,2011,2,42.615,12.05,7.17
"DMA022","メディア市場22","2011 Q3",19,2011,3,41.668,12.05,6.95
"DMA022","メディア市場22","2011 Q4",20,2011,4,42.84,12.05,7.59
"DMA023","メディア市場23","2007 Q1",1,2007,1,43.834,14.78,5.96
"DMA023","メディア市場23","2007 Q2",2,2007,2,41.853,14.78,7.04
"DMA023","メディア市場23","2007 Q3",3,2007,3,43.213,14.78,6.8
"DMA023","メディア市場23","2007 Q4",4,2007,4,43.003,14.78,5.87
"DMA023","メディア市場23","2008 Q1",5,2008,1,43.112,14.78,5.99
"DMA023","メディア市場23","2008 Q2",6,2008,2,42.359,14.78,6.14
"DMA023","メディア市場23","2008 Q3",7,2008,3,40.925,14.78,6.63
"DMA023","メディア市場23","2008 Q4",8,2008,4,42.103,14.78,6.38
"DMA023","メディア市場23","2009 Q1",9,2009,1,43.6,14.78,6.67
"DMA023","メディア市場23","2009 Q2",10,2009,2,40.655,14.78,6.37
"DMA023","メディア市場23","2009 Q3",11,2009,3,40.25,14.78,6.64
"DMA023","メディア市場23","2009 Q4",12,2009,4,41.529,14.78,6.8
"DMA023","メディア市場23","2010 Q1",13,2010,1,41.414,14.78,6.58
"DMA023","メディア市場23","2010 Q2",14,2010,2,40.739,14.78,7.14
"DMA023","メディア市場23","2010 Q3",15,2010,3,41.834,14.78,7.09
"DMA023","メディア市場23","2010 Q4",16,2010,4,42.253,14.78,7.15
"DMA023","メディア市場23","2011 Q1",17,2011,1,39.733,14.78,7.19
"DMA023","メディア市場23","2011 Q2",18,2011,2,40.22,14.78,7.6
"DMA023","メディア市場23","2011 Q3",19,2011,3,38.318,14.78,7.21
"DMA023","メディア市場23","2011 Q4",20,2011,4,37.328,14.78,8.19
"DMA024","メディア市場24","2007 Q1",1,2007,1,41.458,6.95,5.88
"DMA024","メディア市場24","2007 Q2",2,2007,2,42.256,6.95,5.41
"DMA024","メディア市場24","2007 Q3",3,2007,3,40.213,6.95,6.33
"DMA024","メディア市場24","2007 Q4",4,2007,4,41.624,6.95,5.81
"DMA024","メディア市場24","2008 Q1",5,2008,1,40.51,6.95,6.22
"DMA024","メディア市場24","2008 Q2",6,2008,2,40.757,6.95,6.36
"DMA024","メディア市場24","2008 Q3",7,2008,3,40.657,6.95,5.79
"DMA024","メディア市場24","2008 Q4",8,2008,4,39.633,6.95,6.03
"DMA024","メディア市場24","2009 Q1",9,2009,1,40.273,6.95,7.02
"DMA024","メディア市場24","2009 Q2",10,2009,2,37.849,6.95,5.81
"DMA024","メディア市場24","2009 Q3",11,2009,3,38.788,6.95,6.44
"DMA024","メディア市場24","2009 Q4",12,2009,4,39.625,6.95,6.46
"DMA024","メディア市場24","2010 Q1",13,2010,1,41.011,6.95,6.67
"DMA024","メディア市場24","2010 Q2",14,2010,2,39.587,6.95,6.73
"DMA024","メディア市場24","2010 Q3",15,2010,3,39.569,6.95,6.74
"DMA024","メディア市場24","2010 Q4",16,2010,4,42.18,6.95,6.1
"DMA024","メディア市場24","2011 Q1",17,2011,1,38.555,6.95,6.46
"DMA024","メディア市場24","2011 Q2",18,2011,2,38.335,6.95,5.98
"DMA024","メディア市場24","2011 Q3",19,2011,3,40.543,6.95,6.7
"DMA024","メディア市場24","2011 Q4",20,2011,4,39.294,6.95,7.1
"DMA025","メディア市場25","2007 Q1",1,2007,1,41.069,9.27,6.08
"DMA025","メディア市場25","2007 Q2",2,2007,2,38.479,9.27,6.09
"DMA025","メディア市場25","2007 Q3",3,2007,3,40.182,9.27,5.94
"DMA025","メディア市場25","2007 Q4",4,2007,4,40.473,9.27,6.08
"DMA025","メディア市場25","2008 Q1",5,2008,1,38.949,9.27,6.21
"DMA025","メディア市場25","2008 Q2",6,2008,2,38.956,9.27,6.47
"DMA025","メディア市場25","2008 Q3",7,2008,3,38.176,9.27,6.4
"DMA025","メディア市場25","2008 Q4",8,2008,4,40.618,9.27,5.77
"DMA025","メディア市場25","2009 Q1",9,2009,1,40.819,9.27,6.09
"DMA025","メディア市場25","2009 Q2",10,2009,2,38.744,9.27,6.08
"DMA025","メディア市場25","2009 Q3",11,2009,3,39.326,9.27,6.2
"DMA025","メディア市場25","2009 Q4",12,2009,4,38.396,9.27,6.51
"DMA025","メディア市場25","2010 Q1",13,2010,1,36.968,9.27,6.43
"DMA025","メディア市場25","2010 Q2",14,2010,2,37.54,9.27,5.88
"DMA025","メディア市場25","2010 Q3",15,2010,3,39.148,9.27,7.79
"DMA025","メディア市場25","2010 Q4",16,2010,4,37.76,9.27,7.42
"DMA025","メディア市場25","2011 Q1",17,2011,1,37.337,9.27,6.9
"DMA025","メディア市場25","2011 Q2",18,2011,2,37.118,9.27,6.68
"DMA025","メディア市場25","2011 Q3",19,2011,3,36.823,9.27,7.05
"DMA025","メディア市場25","2011 Q4",20,2011,4,38.707,9.27,7.3
"DMA026","メディア市場26","2007 Q1",1,2007,1,44.333,13.63,6.09
"DMA026","メディア市場26","2007 Q2",2,2007,2,43.041,13.63,5.9
"DMA026","メディア市場26","2007 Q3",3,2007,3,42.642,13.63,5.98
"DMA026","メディア市場26","2007 Q4",4,2007,4,44.038,13.63,6.78
"DMA026","メディア市場26","2008 Q1",5,2008,1,43.269,13.63,6.98
"DMA026","メディア市場26","2008 Q2",6,2008,2,41.892,13.63,6.24
"DMA026","メディア市場26","2008 Q3",7,2008,3,42.17,13.63,6.8
"DMA026","メディア市場26","2008 Q4",8,2008,4,42.45,13.63,6.8
"DMA026","メディア市場26","2009 Q1",9,2009,1,42.278,13.63,6.64
"DMA026","メディア市場26","2009 Q2",10,2009,2,41.891,13.63,6.24
"DMA026","メディア市場26","2009 Q3",11,2009,3,42.65,13.63,7.15
"DMA026","メディア市場26","2009 Q4",12,2009,4,41.139,13.63,7.17
"DMA026","メディア市場26","2010 Q1",13,2010,1,41.254,13.63,6.76
"DMA026","メディア市場26","2010 Q2",14,2010,2,40.506,13.63,7.04
"DMA026","メディア市場26","2010 Q3",15,2010,3,39.961,13.63,6.5
"DMA026","メディア市場26","2010 Q4",16,2010,4,41.21,13.63,6.64
"DMA026","メディア市場26","2011 Q1",17,2011,1,40.097,13.63,7.37
"DMA026","メディア市場26","2011 Q2",18,2011,2,40.267,13.63,6.81
"DMA026","メディア市場26","2011 Q3",19,2011,3,39.577,13.63,7
"DMA026","メディア市場26","2011 Q4",20,2011,4,39.414,13.63,6.96
"DMA027","メディア市場27","2007 Q1",1,2007,1,39.558,7.4,5.52
"DMA027","メディア市場27","2007 Q2",2,2007,2,39.327,7.4,5.93
"DMA027","メディア市場27","2007 Q3",3,2007,3,38.388,7.4,5.49
"DMA027","メディア市場27","2007 Q4",4,2007,4,39.333,7.4,6.05
"DMA027","メディア市場27","2008 Q1",5,2008,1,40.003,7.4,5.85
"DMA027","メディア市場27","2008 Q2",6,2008,2,39.763,7.4,6.04
"DMA027","メディア市場27","2008 Q3",7,2008,3,37.617,7.4,5.73
"DMA027","メディア市場27","2008 Q4",8,2008,4,38.18,7.4,6.11
"DMA027","メディア市場27","2009 Q1",9,2009,1,37.805,7.4,7.02
"DMA027","メディア市場27","2009 Q2",10,2009,2,37.377,7.4,6.62
"DMA027","メディア市場27","2009 Q3",11,2009,3,36.619,7.4,6.35
"DMA027","メディア市場27","2009 Q4",12,2009,4,39.066,7.4,6.77
"DMA027","メディア市場27","2010 Q1",13,2010,1,38.343,7.4,6.26
"DMA027","メディア市場27","2010 Q2",14,2010,2,39.517,7.4,6.23
"DMA027","メディア市場27","2010 Q3",15,2010,3,37.999,7.4,6.82
"DMA027","メディア市場27","2010 Q4",16,2010,4,39.447,7.4,6.71
"DMA027","メディア市場27","2011 Q1",17,2011,1,38.098,7.4,6.42
"DMA027","メディア市場27","2011 Q2",18,2011,2,38.926,7.4,6.55
"DMA027","メディア市場27","2011 Q3",19,2011,3,37.789,7.4,7.71
"DMA027","メディア市場27","2011 Q4",20,2011,4,40.234,7.4,7.45
"DMA028","メディア市場28","2007 Q1",1,2007,1,44.53,20.16,6.28
"DMA028","メディア市場28","2007 Q2",2,2007,2,45.964,20.16,6.62
"DMA028","メディア市場28","2007 Q3",3,2007,3,44.338,20.16,6.35
"DMA028","メディア市場28","2007 Q4",4,2007,4,42.584,20.16,6.63
"DMA028","メディア市場28","2008 Q1",5,2008,1,42.711,20.16,5.93
"DMA028","メディア市場28","2008 Q2",6,2008,2,41.023,20.16,6.7
"DMA028","メディア市場28","2008 Q3",7,2008,3,42.243,20.16,7.03
"DMA028","メディア市場28","2008 Q4",8,2008,4,42.296,20.16,6.73
"DMA028","メディア市場28","2009 Q1",9,2009,1,43.273,20.16,6.74
"DMA028","メディア市場28","2009 Q2",10,2009,2,43.175,20.16,6.77
"DMA028","メディア市場28","2009 Q3",11,2009,3,42.872,20.16,7.12
"DMA028","メディア市場28","2009 Q4",12,2009,4,41.155,20.16,6.74
"DMA028","メディア市場28","2010 Q1",13,2010,1,40.506,20.16,6.25
"DMA028","メディア市場28","2010 Q2",14,2010,2,39.515,20.16,6.3
"DMA028","メディア市場28","2010 Q3",15,2010,3,40.27,20.16,7.07
"DMA028","メディア市場28","2010 Q4",16,2010,4,39.58,20.16,7.72
"DMA028","メディア市場28","2011 Q1",17,2011,1,39.819,20.16,6.82
"DMA028","メディア市場28","2011 Q2",18,2011,2,38.999,20.16,7.1
"DMA028","メディア市場28","2011 Q3",19,2011,3,39.882,20.16,7.19
"DMA028","メディア市場28","2011 Q4",20,2011,4,38.235,20.16,7.3
"DMA029","メディア市場29","2007 Q1",1,2007,1,39.817,5.91,5.55
"DMA029","メディア市場29","2007 Q2",2,2007,2,38.319,5.91,5.69
"DMA029","メディア市場29","2007 Q3",3,2007,3,39.286,5.91,5.74
"DMA029","メディア市場29","2007 Q4",4,2007,4,38.562,5.91,5.63
"DMA029","メディア市場29","2008 Q1",5,2008,1,38.743,5.91,6.02
"DMA029","メディア市場29","2008 Q2",6,2008,2,37.827,5.91,6.2
"DMA029","メディア市場29","2008 Q3",7,2008,3,36.171,5.91,6
"DMA029","メディア市場29","2008 Q4",8,2008,4,38.76,5.91,6.19
"DMA029","メディア市場29","2009 Q1",9,2009,1,37.935,5.91,6.31
"DMA029","メディア市場29","2009 Q2",10,2009,2,39.005,5.91,5.67
"DMA029","メディア市場29","2009 Q3",11,2009,3,38.239,5.91,6.82
"DMA029","メディア市場29","2009 Q4",12,2009,4,38.851,5.91,6.8
"DMA029","メディア市場29","2010 Q1",13,2010,1,36.318,5.91,6.46
"DMA029","メディア市場29","2010 Q2",14,2010,2,38.702,5.91,6.18
"DMA029","メディア市場29","2010 Q3",15,2010,3,38.319,5.91,6.9
"DMA029","メディア市場29","2010 Q4",16,2010,4,39.221,5.91,6.35
"DMA029","メディア市場29","2011 Q1",17,2011,1,37.852,5.91,6.29
"DMA029","メディア市場29","2011 Q2",18,2011,2,38.232,5.91,6.28
"DMA029","メディア市場29","2011 Q3",19,2011,3,37.458,5.91,6.79
"DMA029","メディア市場29","2011 Q4",20,2011,4,37.923,5.91,6.45
"DMA030","メディア市場30","2007 Q1",1,2007,1,34.035,7.62,5.69
"DMA030","メディア市場30","2007 Q2",2,2007,2,33.644,7.62,5.36
"DMA030","メディア市場30","2007 Q3",3,2007,3,35.05,7.62,5.63
"DMA030","メディア市場30","2007 Q4",4,2007,4,33.428,7.62,6.78
"DMA030","メディア市場30","2008 Q1",5,2008,1,36.467,7.62,6.22
"DMA030","メディア市場30","2008 Q2",6,2008,2,34.483,7.62,6.27
"DMA030","メディア市場30","2008 Q3",7,2008,3,32.598,7.62,6.41
"DMA030","メディア市場30","2008 Q4",8,2008,4,34.573,7.62,5.83
"DMA030","メディア市場30","2009 Q1",9,2009,1,34.61,7.62,5.97
"DMA030","メディア市場30","2009 Q2",10,2009,2,35.119,7.62,6.54
"DMA030","メディア市場30","2009 Q3",11,2009,3,34.3,7.62,5.96
"DMA030","メディア市場30","2009 Q4",12,2009,4,35.061,7.62,6.6
"DMA030","メディア市場30","2010 Q1",13,2010,1,33.508,7.62,6.41
"DMA030","メディア市場30","2010 Q2",14,2010,2,33.799,7.62,6.86
"DMA030","メディア市場30","2010 Q3",15,2010,3,33.07,7.62,6.26
"DMA030","メディア市場30","2010 Q4",16,2010,4,34.344,7.62,7.34
"DMA030","メディア市場30","2011 Q1",17,2011,1,33.769,7.62,6.9
"DMA030","メディア市場30","2011 Q2",18,2011,2,32.991,7.62,6.67
"DMA030","メディア市場30","2011 Q3",19,2011,3,33.311,7.62,7
"DMA030","メディア市場30","2011 Q4",20,2011,4,31.997,7.62,6.52
"DMA031","メディア市場31","2007 Q1",1,2007,1,44.319,14.09,5.44
"DMA031","メディア市場31","2007 Q2",2,2007,2,42.654,14.09,6.4
"DMA031","メディア市場31","2007 Q3",3,2007,3,42.707,14.09,6.07
"DMA031","メディア市場31","2007 Q4",4,2007,4,42.996,14.09,6.43
"DMA031","メディア市場31","2008 Q1",5,2008,1,43.412,14.09,6.14
"DMA031","メディア市場31","2008 Q2",6,2008,2,40.997,14.09,6.46
"DMA031","メディア市場31","2008 Q3",7,2008,3,41.904,14.09,6.13
"DMA031","メディア市場31","2008 Q4",8,2008,4,42.711,14.09,6.32
"DMA031","メディア市場31","2009 Q1",9,2009,1,41.887,14.09,6.81
"DMA031","メディア市場31","2009 Q2",10,2009,2,39.959,14.09,7.06
"DMA031","メディア市場31","2009 Q3",11,2009,3,41.412,14.09,7.18
"DMA031","メディア市場31","2009 Q4",12,2009,4,41.165,14.09,7
"DMA031","メディア市場31","2010 Q1",13,2010,1,40.522,14.09,6.9
"DMA031","メディア市場31","2010 Q2",14,2010,2,41.226,14.09,7.27
"DMA031","メディア市場31","2010 Q3",15,2010,3,40.051,14.09,6.84
"DMA031","メディア市場31","2010 Q4",16,2010,4,38.763,14.09,6.83
"DMA031","メディア市場31","2011 Q1",17,2011,1,40.897,14.09,7.13
"DMA031","メディア市場31","2011 Q2",18,2011,2,39.104,14.09,7.26
"DMA031","メディア市場31","2011 Q3",19,2011,3,40.097,14.09,7.2
"DMA031","メディア市場31","2011 Q4",20,2011,4,39.182,14.09,7.2
"DMA032","メディア市場32","2007 Q1",1,2007,1,38.969,5.93,5.76
"DMA032","メディア市場32","2007 Q2",2,2007,2,37.25,5.93,5.83
"DMA032","メディア市場32","2007 Q3",3,2007,3,38.216,5.93,6.51
"DMA032","メディア市場32","2007 Q4",4,2007,4,39.628,5.93,6.3
"DMA032","メディア市場32","2008 Q1",5,2008,1,36.534,5.93,6.03
"DMA032","メディア市場32","2008 Q2",6,2008,2,35.735,5.93,5.95
"DMA032","メディア市場32","2008 Q3",7,2008,3,35.59,5.93,5.66
"DMA032","メディア市場32","2008 Q4",8,2008,4,37.453,5.93,5.96
"DMA032","メディア市場32","2009 Q1",9,2009,1,37.278,5.93,5.48
"DMA032","メディア市場32","2009 Q2",10,2009,2,36.251,5.93,6.03
"DMA032","メディア市場32","2009 Q3",11,2009,3,36.236,5.93,5.77
"DMA032","メディア市場32","2009 Q4",12,2009,4,37.628,5.93,6.4
"DMA032","メディア市場32","2010 Q1",13,2010,1,38.14,5.93,6.54
"DMA032","メディア市場32","2010 Q2",14,2010,2,37.864,5.93,6.54
"DMA032","メディア市場32","2010 Q3",15,2010,3,37.199,5.93,6.97
"DMA032","メディア市場32","2010 Q4",16,2010,4,38.958,5.93,6.79
"DMA032","メディア市場32","2011 Q1",17,2011,1,37.522,5.93,6.9
"DMA032","メディア市場32","2011 Q2",18,2011,2,37.541,5.93,5.73
"DMA032","メディア市場32","2011 Q3",19,2011,3,36.005,5.93,7.4
"DMA032","メディア市場32","2011 Q4",20,2011,4,35.727,5.93,7.16
"DMA033","メディア市場33","2007 Q1",1,2007,1,37.391,8.28,5.85
"DMA033","メディア市場33","2007 Q2",2,2007,2,37.686,8.28,5.78
"DMA033","メディア市場33","2007 Q3",3,2007,3,36.793,8.28,6
"DMA033","メディア市場33","2007 Q4",4,2007,4,37.515,8.28,5.67
"DMA033","メディア市場33","2008 Q1",5,2008,1,36.152,8.28,5.69
"DMA033","メディア市場33","2008 Q2",6,2008,2,35.889,8.28,5.83
"DMA033","メディア市場33","2008 Q3",7,2008,3,34.987,8.28,6.6
"DMA033","メディア市場33","2008 Q4",8,2008,4,36.578,8.28,6.26
"DMA033","メディア市場33","2009 Q1",9,2009,1,37.322,8.28,6.73
"DMA033","メディア市場33","2009 Q2",10,2009,2,36.628,8.28,6.98
"DMA033","メディア市場33","2009 Q3",11,2009,3,34.595,8.28,6.65
"DMA033","メディア市場33","2009 Q4",12,2009,4,35.777,8.28,6.4
"DMA033","メディア市場33","2010 Q1",13,2010,1,34.151,8.28,6.69
"DMA033","メディア市場33","2010 Q2",14,2010,2,34.917,8.28,6.51
"DMA033","メディア市場33","2010 Q3",15,2010,3,33.38,8.28,6.36
"DMA033","メディア市場33","2010 Q4",16,2010,4,34.578,8.28,6.02
"DMA033","メディア市場33","2011 Q1",17,2011,1,36.688,8.28,6.53
"DMA033","メディア市場33","2011 Q2",18,2011,2,34.584,8.28,6.22
"DMA033","メディア市場33","2011 Q3",19,2011,3,33.694,8.28,7.41
"DMA033","メディア市場33","2011 Q4",20,2011,4,36.257,8.28,7.76
"DMA034","メディア市場34","2007 Q1",1,2007,1,43.171,10.15,5.76
"DMA034","メディア市場34","2007 Q2",2,2007,2,44.812,10.15,5.51
"DMA034","メディア市場34","2007 Q3",3,2007,3,41.361,10.15,5.68
"DMA034","メディア市場34","2007 Q4",4,2007,4,42.984,10.15,5.98
"DMA034","メディア市場34","2008 Q1",5,2008,1,42.509,10.15,6.65
"DMA034","メディア市場34","2008 Q2",6,2008,2,41.982,10.15,6.15
"DMA034","メディア市場34","2008 Q3",7,2008,3,40.414,10.15,6.04
"DMA034","メディア市場34","2008 Q4",8,2008,4,42.67,10.15,6.18
"DMA034","メディア市場34","2009 Q1",9,2009,1,42.229,10.15,5.88
"DMA034","メディア市場34","2009 Q2",10,2009,2,42.357,10.15,5.96
"DMA034","メディア市場34","2009 Q3",11,2009,3,40.874,10.15,6.13
"DMA034","メディア市場34","2009 Q4",12,2009,4,41.534,10.15,6.5
"DMA034","メディア市場34","2010 Q1",13,2010,1,42.692,10.15,6.52
"DMA034","メディア市場34","2010 Q2",14,2010,2,40.21,10.15,6.38
"DMA034","メディア市場34","2010 Q3",15,2010,3,40.988,10.15,6.75
"DMA034","メディア市場34","2010 Q4",16,2010,4,42.004,10.15,6.91
"DMA034","メディア市場34","2011 Q1",17,2011,1,42.864,10.15,6.69
"DMA034","メディア市場34","2011 Q2",18,2011,2,39.329,10.15,6.69
"DMA034","メディア市場34","2011 Q3",19,2011,3,40.48,10.15,7.38
"DMA034","メディア市場34","2011 Q4",20,2011,4,39.934,10.15,7.3
"DMA035","メディア市場35","2007 Q1",1,2007,1,43.179,9.44,5.45
"DMA035","メディア市場35","2007 Q2",2,2007,2,41.659,9.44,6.15
"DMA035","メディア市場35","2007 Q3",3,2007,3,41.881,9.44,5.5
"DMA035","メディア市場35","2007 Q4",4,2007,4,42.141,9.44,5.8
"DMA035","メディア市場35","2008 Q1",5,2008,1,42.947,9.44,6.24
"DMA035","メディア市場35","2008 Q2",6,2008,2,41.221,9.44,5.89
"DMA035","メディア市場35","2008 Q3",7,2008,3,41.93,9.44,5.6
"DMA035","メディア市場35","2008 Q4",8,2008,4,41.425,9.44,5.99
"DMA035","メディア市場35","2009 Q1",9,2009,1,41.105,9.44,6.87
"DMA035","メディア市場35","2009 Q2",10,2009,2,41.275,9.44,6.06
"DMA035","メディア市場35","2009 Q3",11,2009,3,41.227,9.44,6.29
"DMA035","メディア市場35","2009 Q4",12,2009,4,42.126,9.44,6.46
"DMA035","メディア市場35","2010 Q1",13,2010,1,42.027,9.44,6.22
"DMA035","メディア市場35","2010 Q2",14,2010,2,40.068,9.44,6.21
"DMA035","メディア市場35","2010 Q3",15,2010,3,39.33,9.44,6.42
"DMA035","メディア市場35","2010 Q4",16,2010,4,41.495,9.44,6.79
"DMA035","メディア市場35","2011 Q1",17,2011,1,39.502,9.44,5.97
"DMA035","メディア市場35","2011 Q2",18,2011,2,39.571,9.44,6.5
"DMA035","メディア市場35","2011 Q3",19,2011,3,40.308,9.44,7.15
"DMA035","メディア市場35","2011 Q4",20,2011,4,40.588,9.44,6.79
"DMA036","メディア市場36","2007 Q1",1,2007,1,45.174,18.61,5.63
"DMA036","メディア市場36","2007 Q2",2,2007,2,44.599,18.61,6.52
"DMA036","メディア市場36","2007 Q3",3,2007,3,45.368,18.61,6.45
"DMA036","メディア市場36","2007 Q4",4,2007,4,45.069,18.61,6.28
"DMA036","メディア市場36","2008 Q1",5,2008,1,44.371,18.61,6.38
"DMA036","メディア市場36","2008 Q2",6,2008,2,43.132,18.61,6.78
"DMA036","メディア市場36","2008 Q3",7,2008,3,43.499,18.61,6.03
"DMA036","メディア市場36","2008 Q4",8,2008,4,42.774,18.61,6.18
"DMA036","メディア市場36","2009 Q1",9,2009,1,43.701,18.61,7.24
"DMA036","メディア市場36","2009 Q2",10,2009,2,43.074,18.61,6.91
"DMA036","メディア市場36","2009 Q3",11,2009,3,42.661,18.61,6.67
"DMA036","メディア市場36","2009 Q4",12,2009,4,42.787,18.61,7.13
"DMA036","メディア市場36","2010 Q1",13,2010,1,41.316,18.61,6.63
